update,timeToCoalescence,ID,alive,countCopy,countDelete,countIndel,countPoint,countPointOffset,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_LIST,optimizeValue_0,score_AVE,score_LIST,scoreCompassSensor_AVE,scoreCompassSensor_LIST,scoreCurrentlyOnHotspot_AVE,scoreCurrentlyOnHotspot_LIST,scoreDistFromGoal_AVE,scoreDistFromGoal_LIST,scoreGoal_AVE,scoreGoal_LIST,scoreHotspotPrediction_AVE,scoreHotspotPrediction_LIST,scoreHotspotSensor_AVE,scoreHotspotSensor_LIST,scoreMovesLeft_AVE,scoreMovesLeft_LIST,scoreMovesLeftGoal_AVE,scoreMovesLeftGoal_LIST,scoreWallSensor_AVE,scoreWallSensor_LIST,timeOfBirth
4500,0,450092,1,1327,1316,0,381130,0,10322,11,11,"0,0,1,1,4,0,0,1,0,0,2,2,2,0,1,2,1,2,0,0,0,0,2,2,2,2,1,3,1,0,0,0,1,2,0,0,0","1,0,2,2,2,2,1,0,0,0,4,0,1,2,2,0,2,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,0,0",5.660909,5.660909,"5.660909",0.928679,"0.928679",0.704990,"0.704990",-0.128750,"-0.128750",0.500000,"0.500000",0.753457,"0.753457",0.772420,"0.772420",0.126692,"0.126692",0.253384,"0.253384",1.000000,"1.000000",4499
4600,0,460057,1,1348,1330,0,386423,0,12679,10,10,"0,0,4,0,1,1,0,1,0,0,3,2,2,0,2,1,2,1,0,0,0,0,1,1,1,1,1,1,2,0,0,0,1,2,0,0,0","1,0,2,2,1,3,1,0,0,0,3,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,1,3,0,0,1,0,0,0,2,0,0",7.156167,7.156167,"7.156167",0.912677,"0.912677",0.722994,"0.722994",-0.032500,"-0.032500",0.900000,"0.900000",0.751962,"0.751962",0.737300,"0.737300",0.293484,"0.293484",0.326093,"0.326093",1.000000,"1.000000",4599
4700,0,470038,1,1371,1353,0,392292,0,12948,11,11,"1,0,4,0,0,1,0,1,0,0,2,1,1,0,1,1,1,1,0,0,2,0,3,1,1,1,1,3,1,0,0,0,0,1,0,0,0","1,0,1,1,1,2,1,0,0,2,4,1,0,2,1,0,3,2,3,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1,0,1",6.965324,6.965324,"6.965324",0.917206,"0.917206",0.746161,"0.746161",-0.095000,"-0.095000",0.850000,"0.850000",0.752435,"0.752435",0.833684,"0.833684",0.235634,"0.235634",0.277217,"0.277217",1.000000,"1.000000",4699
4800,0,480038,1,1403,1374,0,399672,0,16740,10,10,"0,0,4,0,0,2,0,1,0,0,2,1,1,0,1,1,1,1,0,0,1,0,2,1,1,1,1,2,1,0,1,0,0,1,0,0,0","1,0,1,1,1,3,1,0,0,2,2,2,0,2,1,0,3,2,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1",6.704227,6.704227,"6.704227",0.901298,"0.901298",0.640695,"0.640695",-0.093750,"-0.093750",0.850000,"0.850000",0.753056,"0.753056",0.835162,"0.835162",0.163834,"0.163834",0.192746,"0.192746",1.000000,"1.000000",4799
4900,0,490056,1,1435,1401,0,409350,0,20031,12,12,"5,0,4,1,2,3,0,2,0,0,1,1,1,0,1,1,1,2,0,0,1,0,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0","1,0,1,1,2,2,2,0,0,1,4,2,2,4,3,0,0,1,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,1,0,1",7.261458,7.261458,"7.261458",0.878478,"0.878478",0.710062,"0.710062",-0.035000,"-0.035000",0.950000,"0.950000",0.751471,"0.751471",0.822034,"0.822034",0.260257,"0.260257",0.273955,"0.273955",1.000000,"1.000000",4899
5000,0,500043,1,1466,1432,0,418956,0,17921,11,11,"3,0,3,1,2,1,0,2,1,0,1,1,1,0,2,1,1,2,0,1,1,0,2,1,1,1,1,4,1,0,0,0,0,0,0,1,1","1,0,3,1,1,2,1,0,0,1,3,0,1,2,2,0,1,2,1,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0",6.779644,6.779644,"6.779644",0.918842,"0.918842",0.704746,"0.704746",-0.075000,"-0.075000",0.800000,"0.800000",0.752389,"0.752389",0.834083,"0.834083",0.221337,"0.221337",0.276671,"0.276671",1.000000,"1.000000",4999
5100,0,510049,1,1503,1466,0,428404,0,18921,9,9,"1,0,2,2,0,1,0,1,0,0,1,1,1,0,2,1,1,2,0,0,1,0,2,1,1,1,2,1,1,0,0,0,0,0,0,1,2","1,0,2,1,1,2,1,0,0,1,2,0,0,1,1,1,0,1,0,0,2,0,0,3,2,0,1,1,0,0,0,0,0,0,1,0,0",7.294369,7.294369,"7.294369",0.904451,"0.904451",0.723938,"0.723938",-0.038750,"-0.038750",0.950000,"0.950000",0.752608,"0.752608",0.827183,"0.827183",0.254981,"0.254981",0.268401,"0.268401",1.000000,"1.000000",5099
5200,0,520020,1,1536,1502,0,437796,0,17764,9,9,"1,0,2,0,2,0,0,2,0,0,1,1,1,0,2,1,2,1,0,0,1,0,2,1,1,1,2,1,4,0,0,0,0,0,0,0,1","1,0,1,2,1,3,1,0,0,1,2,0,0,0,0,4,0,1,0,1,2,0,0,0,1,0,3,1,0,0,1,0,1,0,0,0,0",7.392068,7.392068,"7.392068",0.919441,"0.919441",0.717979,"0.717979",-0.023750,"-0.023750",0.950000,"0.950000",0.752110,"0.752110",0.824845,"0.824845",0.293470,"0.293470",0.308915,"0.308915",1.000000,"1.000000",5199
5300,0,530011,1,1560,1533,0,445809,0,15977,10,10,"0,0,2,0,2,0,0,4,1,0,0,1,3,0,3,1,1,1,3,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0","1,0,1,3,1,3,1,0,0,1,2,0,0,0,2,2,1,0,0,0,3,0,0,0,4,1,3,1,1,0,0,0,0,0,0,0,0",7.492571,7.492571,"7.492571",0.870843,"0.870843",0.713391,"0.713391",0.000000,"0.000000",1.000000,"1.000000",0.752784,"0.752784",0.828809,"0.828809",0.286980,"0.286980",0.286980,"0.286980",1.000000,"1.000000",5299
5400,0,540013,1,1581,1559,0,453572,0,14238,11,11,"0,0,2,0,2,0,1,3,0,1,0,1,1,0,1,1,2,2,1,0,1,0,1,2,1,2,1,1,1,2,1,0,0,0,0,2,0","1,0,1,1,1,4,1,0,1,1,3,0,0,0,1,1,0,0,0,0,3,0,0,0,2,1,1,2,0,0,0,0,0,1,1,0,0",7.108619,7.108619,"7.108619",0.908405,"0.908405",0.718935,"0.718935",-0.023750,"-0.023750",0.900000,"0.900000",0.752848,"0.752848",0.825749,"0.825749",0.224434,"0.224434",0.249371,"0.249371",1.000000,"1.000000",5399
5500,0,550062,1,1614,1585,0,461517,0,15104,11,11,"0,0,1,0,4,0,1,3,0,2,0,1,1,0,1,1,2,2,1,0,1,0,1,1,1,1,1,1,2,3,1,3,0,0,0,0,0","2,0,1,1,1,5,1,0,0,1,2,0,0,0,0,1,0,0,0,0,3,0,0,0,3,1,2,2,0,0,0,0,0,1,4,0,2",7.323049,7.323049,"7.323049",0.905637,"0.905637",0.699818,"0.699818",-0.001250,"-0.001250",0.950000,"0.950000",0.751973,"0.751973",0.819370,"0.819370",0.266562,"0.266562",0.280592,"0.280592",1.000000,"1.000000",5499
5600,0,560045,1,1636,1610,0,468587,0,14310,11,11,"0,0,0,0,2,0,1,4,0,2,0,1,1,0,1,1,2,2,0,0,1,0,1,1,1,1,1,1,1,4,3,1,0,1,0,0,0","3,0,1,1,1,4,2,1,0,1,2,0,0,0,2,0,0,0,0,1,3,0,0,0,1,3,3,0,1,0,0,0,0,2,3,0,0",7.308192,7.308192,"7.308192",0.899042,"0.899042",0.724371,"0.724371",-0.038750,"-0.038750",0.950000,"0.950000",0.751445,"0.751445",0.816354,"0.816354",0.270929,"0.270929",0.285188,"0.285188",1.000000,"1.000000",5599
5700,0,570031,1,1653,1633,0,476029,0,12961,11,11,"0,0,1,0,1,1,0,3,0,1,0,2,1,0,1,1,2,1,0,0,2,0,1,1,1,2,1,1,1,1,3,2,0,1,0,0,0","2,0,1,1,1,3,1,0,0,2,2,0,0,0,2,0,0,0,0,3,3,0,0,0,2,3,1,0,0,0,0,0,0,2,2,1,0",6.653242,6.653242,"6.653242",0.897614,"0.897614",0.710434,"0.710434",-0.180000,"-0.180000",0.800000,"0.800000",0.752338,"0.752338",0.854994,"0.854994",0.207996,"0.207996",0.259995,"0.259995",1.000000,"1.000000",5699
5800,0,580090,1,1682,1651,0,482737,0,16144,11,11,"0,0,0,0,0,0,0,2,0,3,0,1,1,0,1,1,2,1,0,0,2,0,1,2,2,4,1,1,1,1,2,1,0,0,1,0,1","1,0,1,1,1,2,1,1,0,1,3,0,0,0,2,0,1,0,0,2,3,1,1,0,1,1,2,1,0,0,0,0,0,3,1,0,2",7.310584,7.310584,"7.310584",0.876227,"0.876227",0.716442,"0.716442",-0.035000,"-0.035000",0.950000,"0.950000",0.751350,"0.751350",0.813411,"0.813411",0.287185,"0.287185",0.302300,"0.302300",1.000000,"1.000000",5799
5900,0,590089,1,1713,1683,0,490851,0,16900,10,10,"0,0,1,0,0,0,0,1,0,3,0,1,1,0,1,1,4,1,0,0,1,0,1,2,1,2,1,1,2,1,1,2,0,1,0,0,1","1,0,1,1,1,2,1,1,0,1,2,0,1,0,0,1,1,1,0,1,2,1,1,0,1,1,3,2,0,1,0,0,0,2,0,0,0",7.475818,7.475818,"7.475818",0.921885,"0.921885",0.697731,"0.697731",0.000000,"0.000000",1.000000,"1.000000",0.752385,"0.752385",0.828562,"0.828562",0.261436,"0.261436",0.261436,"0.261436",1.000000,"1.000000",5899
6000,0,600080,1,1739,1712,0,499826,0,16783,8,8,"0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,2,1,1,2,1,1,1,0,1,1,0,1","2,0,1,1,1,2,2,0,0,1,2,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,2,1,0,0,0,1,2,2,0,0,1",7.321433,7.321433,"7.321433",0.915662,"0.915662",0.725706,"0.725706",-0.036250,"-0.036250",0.950000,"0.950000",0.752719,"0.752719",0.824918,"0.824918",0.261797,"0.261797",0.275576,"0.275576",1.000000,"1.000000",5999
6100,0,610039,1,1776,1749,0,508421,0,15475,8,8,"0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,2,1,1,3,1,0,1,1,1,1,0,1","2,0,1,1,1,2,2,0,0,1,2,0,1,1,0,1,0,0,0,2,1,0,0,0,1,0,1,2,0,0,0,0,2,3,0,0,1",7.174203,7.174203,"7.174203",0.913164,"0.913164",0.735505,"0.735505",-0.072500,"-0.072500",0.900000,"0.900000",0.751652,"0.751652",0.817398,"0.817398",0.276248,"0.276248",0.306942,"0.306942",1.000000,"1.000000",6099
6200,0,620043,1,1800,1775,0,515809,0,14510,8,8,"0,0,1,0,0,0,0,1,1,2,1,1,1,0,1,2,1,1,0,0,1,0,1,1,1,2,1,1,2,2,0,0,0,1,1,0,1","1,0,1,1,1,2,2,0,0,1,2,0,1,1,0,1,0,0,1,0,2,0,1,2,0,0,0,2,0,0,0,2,2,2,0,0,0",6.954333,6.954333,"6.954333",0.914014,"0.914014",0.730561,"0.730561",-0.065000,"-0.065000",0.850000,"0.850000",0.751779,"0.751779",0.841108,"0.841108",0.221429,"0.221429",0.260505,"0.260505",1.000000,"1.000000",6199
6300,0,630032,1,1822,1800,0,522243,0,12970,10,10,"1,0,0,0,0,1,0,0,3,2,1,1,2,0,1,2,1,1,0,0,2,0,1,1,1,2,1,1,2,1,2,0,0,2,1,0,1","1,0,1,2,1,3,2,0,0,2,2,0,0,2,0,1,2,0,2,0,2,1,1,2,0,0,0,0,0,0,0,1,2,1,0,1,0",7.376725,7.376725,"7.376725",0.915548,"0.915548",0.700016,"0.700016",-0.003750,"-0.003750",0.950000,"0.950000",0.752069,"0.752069",0.822980,"0.822980",0.287699,"0.287699",0.302841,"0.302841",1.000000,"1.000000",6299
6400,0,640088,1,1845,1821,0,528633,0,13688,8,8,"1,0,0,0,0,1,0,0,2,1,1,1,1,0,1,2,1,1,0,0,1,0,1,1,1,1,1,3,1,1,1,1,0,3,1,0,0","2,0,1,1,1,2,1,0,0,1,2,0,1,1,0,0,1,0,1,0,0,1,2,1,1,0,0,0,0,0,0,2,2,0,0,1,1",6.944831,6.944831,"6.944831",0.890232,"0.890232",0.728284,"0.728284",-0.086250,"-0.086250",0.850000,"0.850000",0.752957,"0.752957",0.814120,"0.814120",0.252738,"0.252738",0.297339,"0.297339",1.000000,"1.000000",6399
6500,0,650029,1,1874,1852,0,536011,0,14567,8,8,"1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,3,1,1,0,2,0,4,0,1,0","1,0,1,1,1,2,1,0,0,1,2,0,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,2",7.124532,7.124532,"7.124532",0.898577,"0.898577",0.730869,"0.730869",-0.050000,"-0.050000",0.900000,"0.900000",0.752957,"0.752957",0.836802,"0.836802",0.238833,"0.238833",0.265370,"0.265370",1.000000,"1.000000",6499
6600,0,660015,1,1909,1878,0,543435,0,16451,10,10,"0,3,1,0,0,1,1,1,1,1,1,1,1,0,1,1,3,1,0,0,1,0,1,1,1,1,1,3,3,1,1,2,3,2,0,1,0","1,0,1,1,1,4,1,0,0,1,2,0,3,0,0,0,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,1,1,0,0,0,2",7.129419,7.129419,"7.129419",0.911474,"0.911474",0.721307,"0.721307",-0.050000,"-0.050000",0.900000,"0.900000",0.752973,"0.752973",0.815699,"0.815699",0.250145,"0.250145",0.277939,"0.277939",1.000000,"1.000000",6599
6700,0,670047,1,1939,1909,0,551324,0,15937,10,10,"1,0,1,0,0,1,2,2,4,0,2,1,1,1,2,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1","1,0,1,2,1,2,1,1,0,1,2,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2",6.922724,6.922724,"6.922724",0.909160,"0.909160",0.689396,"0.689396",-0.003750,"-0.003750",0.850000,"0.850000",0.752284,"0.752284",0.828792,"0.828792",0.203700,"0.203700",0.239648,"0.239648",1.000000,"1.000000",6699
6800,0,680015,1,1963,1930,0,559072,0,16978,12,12,"0,0,2,0,0,1,1,1,4,1,2,1,1,2,1,1,2,2,0,0,2,0,1,1,1,1,2,1,2,2,1,0,0,1,0,2,1","2,0,1,1,1,4,2,0,0,1,2,2,3,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2",7.375231,7.375231,"7.375231",0.900175,"0.900175",0.726793,"0.726793",-0.043750,"-0.043750",0.950000,"0.950000",0.751534,"0.751534",0.811446,"0.811446",0.307537,"0.307537",0.323724,"0.323724",1.000000,"1.000000",6799
6900,0,690086,1,2002,1966,0,567887,0,18377,11,11,"0,0,1,1,0,2,1,0,4,0,1,1,1,3,1,1,3,2,0,0,1,0,1,1,1,1,1,1,3,2,1,1,0,1,0,1,0","1,0,1,1,1,4,1,0,0,1,2,2,2,3,0,0,0,0,1,1,0,1,0,0,1,0,0,0,2,0,1,1,0,0,0,2,2",6.145307,6.145307,"6.145307",0.914682,"0.914682",0.742645,"0.742645",-0.098750,"-0.098750",0.600000,"0.600000",0.752637,"0.752637",0.836315,"0.836315",0.173098,"0.173098",0.288496,"0.288496",1.000000,"1.000000",6899
7000,0,700093,1,2037,1998,0,576814,0,19259,11,11,"2,0,1,1,1,2,0,1,3,0,1,1,1,0,1,3,1,3,0,0,1,0,2,2,1,1,1,3,1,1,0,1,0,0,1,1,0","1,0,1,1,1,2,2,0,0,1,3,1,2,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1",7.224907,7.224907,"7.224907",0.918920,"0.918920",0.670942,"0.670942",-0.045000,"-0.045000",0.950000,"0.950000",0.753467,"0.753467",0.840235,"0.840235",0.235275,"0.235275",0.247658,"0.247658",1.000000,"1.000000",6999
7100,0,710063,1,2069,2031,0,586354,0,17821,12,12,"1,0,1,1,0,0,2,1,6,0,0,2,1,0,1,2,1,1,0,0,1,0,1,2,1,1,1,2,1,1,0,0,1,0,2,1,1","1,0,0,1,1,3,2,0,0,1,3,1,2,2,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,2,1,0,0,0,0,3,0",6.605951,6.605951,"6.605951",0.885931,"0.885931",0.724290,"0.724290",-0.037500,"-0.037500",0.750000,"0.750000",0.751660,"0.751660",0.813835,"0.813835",0.201995,"0.201995",0.269327,"0.269327",1.000000,"1.000000",7099
7200,0,720048,1,2095,2059,0,595708,0,17274,11,11,"1,1,0,0,0,0,3,1,4,0,0,2,1,0,1,1,1,1,0,0,3,0,1,3,1,1,1,2,1,0,0,0,1,0,0,1,0","1,0,0,1,1,3,1,0,0,2,2,3,3,2,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,2,0,0,0,0,0,3,0",7.505441,7.505441,"7.505441",0.890975,"0.890975",0.703164,"0.703164",0.000000,"0.000000",1.000000,"1.000000",0.752281,"0.752281",0.822794,"0.822794",0.291973,"0.291973",0.291973,"0.291973",1.000000,"1.000000",7199
7300,0,730085,1,2126,2083,0,604886,0,20082,11,11,"1,0,0,1,1,0,4,0,1,0,1,1,1,0,1,1,1,1,0,0,2,0,1,1,1,1,1,2,2,3,0,0,0,0,0,3,0","1,0,0,1,1,4,2,0,0,1,2,1,0,6,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,3,0,1,0,1,0,1,0",7.502531,7.502531,"7.502531",0.880027,"0.880027",0.717207,"0.717207",0.000000,"0.000000",1.000000,"1.000000",0.752502,"0.752502",0.823217,"0.823217",0.288538,"0.288538",0.288538,"0.288538",1.000000,"1.000000",7299
7400,0,740047,1,2162,2119,0,614550,0,20395,13,13,"2,0,0,0,1,0,2,0,0,0,3,2,1,0,1,1,2,3,0,0,2,0,1,1,1,1,1,2,1,2,0,0,1,1,0,0,1","1,0,3,1,1,4,3,2,0,1,2,0,1,4,2,1,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0",6.030072,6.030072,"6.030072",0.918605,"0.918605",0.698164,"0.698164",-0.112500,"-0.112500",0.600000,"0.600000",0.752200,"0.752200",0.839445,"0.839445",0.141419,"0.141419",0.235699,"0.235699",1.000000,"1.000000",7399
7500,0,750058,1,2194,2152,0,624528,0,20139,12,12,"0,0,0,1,0,0,0,0,0,2,2,3,1,0,1,1,1,2,0,0,1,0,2,1,1,2,2,5,1,2,0,1,1,0,1,0,2","1,0,1,1,1,3,1,1,0,1,3,0,0,2,2,3,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,2,1,0,2,0",7.095546,7.095546,"7.095546",0.906099,"0.906099",0.723914,"0.723914",-0.042500,"-0.042500",0.900000,"0.900000",0.752587,"0.752587",0.832308,"0.832308",0.222906,"0.222906",0.247673,"0.247673",1.000000,"1.000000",7499
7600,0,760029,1,2221,2186,0,634172,0,19672,12,12,"1,3,1,2,0,2,0,0,2,0,2,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,2,4,2,2,0,1,0,1,0,0,0","1,0,1,1,1,4,1,1,0,1,4,0,1,3,2,4,0,0,0,0,1,1,0,1,0,1,0,2,1,1,0,0,0,1,0,1,0",7.297817,7.297817,"7.297817",0.923888,"0.923888",0.688424,"0.688424",-0.037500,"-0.037500",0.950000,"0.950000",0.752071,"0.752071",0.831632,"0.831632",0.262418,"0.262418",0.276229,"0.276229",1.000000,"1.000000",7599
7700,0,770074,1,2247,2221,0,643377,0,17849,12,12,"1,2,2,3,0,0,0,0,0,3,1,1,1,0,1,1,2,1,0,0,1,0,2,1,2,1,1,2,2,3,0,2,0,0,1,0,0","1,0,1,1,1,3,1,1,0,1,3,0,1,2,2,1,0,0,0,0,1,1,0,0,2,1,0,0,1,2,2,0,0,1,0,1,1",7.167559,7.167559,"7.167559",0.904792,"0.904792",0.685508,"0.685508",-0.037500,"-0.037500",0.900000,"0.900000",0.752383,"0.752383",0.824939,"0.824939",0.280147,"0.280147",0.311274,"0.311274",1.000000,"1.000000",7699
7800,0,780031,1,2276,2249,0,653134,0,19582,11,11,"0,2,2,0,0,0,1,0,2,2,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,1,3,1,1,0,1,1,0,0,0,0","1,0,1,1,1,3,1,1,0,2,3,1,4,1,1,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,1,1,0,1,1",7.295113,7.295113,"7.295113",0.915220,"0.915220",0.687138,"0.687138",-0.033750,"-0.033750",0.950000,"0.950000",0.752561,"0.752561",0.831025,"0.831025",0.263993,"0.263993",0.277887,"0.277887",1.000000,"1.000000",7799
7900,0,790093,1,2303,2284,0,662475,0,17057,11,11,"0,1,1,0,0,0,1,0,1,2,0,1,1,0,1,1,1,1,1,0,2,1,1,2,1,1,1,2,1,2,0,2,2,0,0,0,0","1,0,1,1,1,3,2,2,0,2,3,0,2,1,0,2,0,0,0,1,2,1,2,2,0,1,0,0,1,1,0,1,0,0,0,0,0",7.172291,7.172291,"7.172291",0.929026,"0.929026",0.718586,"0.718586",-0.057500,"-0.057500",0.900000,"0.900000",0.752903,"0.752903",0.896196,"0.896196",0.227734,"0.227734",0.253037,"0.253037",1.000000,"1.000000",7899
8000,0,800044,1,2342,2318,0,672003,0,18362,12,12,"0,0,2,0,0,0,0,0,2,2,0,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,2,3,2,0,1,3,1,0,0,0,0","2,1,1,1,1,4,1,2,0,2,4,0,0,0,3,1,0,0,0,0,2,1,1,1,0,1,0,1,2,0,0,1,0,0,0,0,0",7.304741,7.304741,"7.304741",0.935813,"0.935813",0.717443,"0.717443",-0.023750,"-0.023750",0.950000,"0.950000",0.752147,"0.752147",0.910691,"0.910691",0.198929,"0.198929",0.209399,"0.209399",1.000000,"1.000000",7999
8100,0,810080,1,2372,2353,0,680677,0,16764,11,11,"0,0,1,1,1,0,1,0,1,2,0,1,1,0,1,1,2,1,1,1,2,1,1,1,2,1,1,3,2,0,0,1,1,0,0,0,1","1,0,1,1,1,3,1,2,1,2,3,0,0,0,2,2,0,0,0,0,2,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0",7.455064,7.455064,"7.455064",0.913969,"0.913969",0.720305,"0.720305",-0.010000,"-0.010000",0.950000,"0.950000",0.752907,"0.752907",1.000000,"1.000000",0.231311,"0.231311",0.243485,"0.243485",1.000000,"1.000000",8099
8200,0,820059,1,2400,2385,0,688103,0,13572,14,14,"1,0,2,0,0,0,0,0,0,1,3,1,2,0,1,1,2,2,1,1,2,0,1,2,4,2,2,4,2,1,0,4,2,0,0,0,0","2,0,1,1,1,4,2,1,1,2,3,0,2,0,3,1,0,0,0,0,1,0,3,1,0,3,0,1,2,0,0,0,0,0,0,0,1",7.105103,7.105103,"7.105103",0.904317,"0.904317",0.682309,"0.682309",-0.065000,"-0.065000",0.850000,"0.850000",0.752540,"0.752540",1.000000,"1.000000",0.245639,"0.245639",0.288987,"0.288987",1.000000,"1.000000",8199
8300,0,830037,1,2422,2407,0,694633,0,13449,13,13,"0,1,2,0,0,0,1,2,1,1,2,1,2,0,1,2,1,3,2,1,2,0,1,1,1,1,1,2,2,0,0,1,2,1,0,0,0","2,0,1,1,1,4,3,2,1,2,2,0,2,0,2,2,0,1,1,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,3",6.976959,6.976959,"6.976959",0.904133,"0.904133",0.742080,"0.742080",-0.083750,"-0.083750",0.800000,"0.800000",0.751783,"0.751783",1.000000,"1.000000",0.230643,"0.230643",0.288304,"0.288304",1.000000,"1.000000",8299
8400,0,840051,1,2449,2432,0,701870,0,15101,12,12,"0,2,1,0,0,1,1,1,0,1,1,1,1,0,1,2,2,2,1,1,1,0,1,1,1,1,1,2,1,0,0,1,1,1,1,0,0","1,0,1,1,1,4,1,1,1,2,2,0,2,0,2,2,0,0,0,1,0,1,1,1,0,5,0,0,0,0,0,2,0,0,0,0,4",6.798030,6.798030,"6.798030",0.902071,"0.902071",0.712914,"0.712914",-0.078750,"-0.078750",0.750000,"0.750000",0.752330,"0.752330",1.000000,"1.000000",0.222608,"0.222608",0.296811,"0.296811",1.000000,"1.000000",8399
8500,0,850098,1,2477,2468,0,708659,0,12567,11,11,"0,2,0,0,0,1,2,0,0,1,0,1,1,0,1,1,1,2,1,1,1,0,2,1,1,1,2,1,1,0,0,1,1,0,2,1,0","1,0,1,1,1,4,1,1,2,2,3,0,1,0,2,3,1,0,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1",6.349976,6.349976,"6.349976",0.895448,"0.895448",0.742717,"0.742717",-0.108750,"-0.108750",0.650000,"0.650000",0.752296,"0.752296",1.000000,"1.000000",0.139636,"0.139636",0.214825,"0.214825",1.000000,"1.000000",8499
8600,0,860024,1,2512,2493,0,715842,0,14985,16,16,"0,2,0,1,0,2,5,0,0,1,0,1,1,0,1,1,1,2,1,6,3,0,2,1,1,1,4,1,1,0,0,1,2,0,4,2,0","1,0,1,1,1,3,1,1,2,2,4,0,1,0,4,2,1,0,1,0,2,0,0,1,0,1,1,0,2,1,1,0,0,2,0,0,0",7.307387,7.307387,"7.307387",0.903104,"0.903104",0.716358,"0.716358",-0.023750,"-0.023750",0.900000,"0.900000",0.752563,"0.752563",1.000000,"1.000000",0.240902,"0.240902",0.267669,"0.267669",1.000000,"1.000000",8599
8700,0,870071,1,2554,2520,0,724539,0,20046,15,15,"0,1,0,0,2,3,3,0,0,3,0,1,1,0,1,1,2,2,1,3,1,0,1,1,1,1,3,1,3,0,1,2,2,0,4,0,1","1,0,1,1,1,5,2,1,1,1,3,0,1,0,3,1,1,0,1,0,4,0,0,3,0,0,1,0,1,0,1,0,1,4,0,0,0",7.454388,7.454388,"7.454388",0.915982,"0.915982",0.683505,"0.683505",-0.045000,"-0.045000",0.950000,"0.950000",0.751829,"0.751829",1.000000,"1.000000",0.266917,"0.266917",0.280966,"0.280966",1.000000,"1.000000",8699
8800,0,880041,1,2588,2553,0,734072,0,20104,10,10,"0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0","3,0,1,1,1,3,1,1,1,1,3,0,2,0,1,2,1,0,1,0,1,0,0,1,1,0,1,0,2,1,0,0,1,0,0,0,0",7.293981,7.293981,"7.293981",0.919357,"0.919357",0.751438,"0.751438",-0.102500,"-0.102500",0.900000,"0.900000",0.752333,"0.752333",1.000000,"1.000000",0.248126,"0.248126",0.275696,"0.275696",1.000000,"1.000000",8799
8900,0,890068,1,2610,2581,0,743901,0,19259,11,11,"0,1,1,0,1,0,0,0,0,1,2,1,1,0,1,1,1,2,1,1,2,0,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0","2,0,1,1,1,3,1,1,1,2,3,1,1,1,0,1,0,0,3,0,0,0,3,0,1,0,1,0,1,1,0,1,0,0,0,0,0",6.746620,6.746620,"6.746620",0.922039,"0.922039",0.724711,"0.724711",-0.030000,"-0.030000",0.750000,"0.750000",0.752016,"0.752016",1.000000,"1.000000",0.156921,"0.156921",0.209227,"0.209227",1.000000,"1.000000",8899
