update,timeToCoalescence,ID,alive,countCopy,countDelete,countIndel,countPoint,countPointOffset,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_LIST,optimizeValue_0,score_AVE,score_LIST,scoreCompassSensor_AVE,scoreCompassSensor_LIST,scoreCurrentlyOnHotspot_AVE,scoreCurrentlyOnHotspot_LIST,scoreDistFromGoal_AVE,scoreDistFromGoal_LIST,scoreGoal_AVE,scoreGoal_LIST,scoreHotspotPrediction_AVE,scoreHotspotPrediction_LIST,scoreHotspotSensor_AVE,scoreHotspotSensor_LIST,scoreMovesLeft_AVE,scoreMovesLeft_LIST,scoreMovesLeftGoal_AVE,scoreMovesLeftGoal_LIST,scoreWallSensor_AVE,scoreWallSensor_LIST,timeOfBirth
55300,0,5530015,1,16513,16855,0,5035303,0,19744,15,15,"2,0,3,0,1,1,0,2,0,1,0,1,1,1,1,1,1,2,2,2,1,0,1,1,2,2,2,3,1,0,0,0,3,1,1,0,0","1,1,1,1,1,2,1,1,2,1,3,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,3,2,1,2,1,0,1,1,2",6.872202,6.872202,"6.872202",1.000000,"1.000000",0.697438,"0.697438",-0.080000,"-0.080000",0.800000,"0.800000",0.753244,"0.753244",1.000000,"1.000000",0.149462,"0.149462",0.186827,"0.186827",1.000000,"1.000000",55299
55400,0,5540060,1,16545,16891,0,5044946,0,19312,20,20,"5,0,3,2,0,4,0,2,1,3,2,1,1,2,2,1,2,1,2,3,1,0,1,3,1,1,1,3,1,0,1,0,3,0,2,0,1","2,1,2,2,1,3,1,1,4,1,3,0,1,3,0,1,2,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,4,0,0,2,0",7.564958,7.564958,"7.564958",1.000000,"1.000000",0.714708,"0.714708",-0.035000,"-0.035000",0.950000,"0.950000",0.752552,"0.752552",1.000000,"1.000000",0.258887,"0.258887",0.272513,"0.272513",1.000000,"1.000000",55399
55500,0,5550011,1,16570,16922,0,5054615,0,17722,16,16,"2,0,1,1,0,2,0,0,1,3,1,1,1,1,1,2,1,1,4,2,1,0,1,1,1,1,1,2,1,0,1,0,3,1,2,1,1","2,1,1,1,2,2,1,1,2,2,2,0,2,2,0,0,2,0,1,0,1,1,1,1,0,2,0,0,2,0,0,1,2,0,0,0,0",6.831210,6.831210,"6.831210",1.000000,"1.000000",0.717559,"0.717559",-0.050000,"-0.050000",0.750000,"0.750000",0.753351,"0.753351",1.000000,"1.000000",0.172643,"0.172643",0.230191,"0.230191",1.000000,"1.000000",55499
55600,0,5560097,1,16600,16948,0,5063706,0,19627,18,18,"2,2,1,1,0,0,0,3,2,2,0,2,1,1,1,3,1,1,3,2,2,0,1,1,1,1,2,2,2,2,1,0,3,0,1,2,1","2,1,1,1,1,3,1,2,2,2,3,0,1,2,0,0,1,0,2,0,0,1,1,2,0,2,0,0,4,1,1,4,1,0,0,0,0",6.943647,6.943647,"6.943647",1.000000,"1.000000",0.713054,"0.713054",-0.140000,"-0.140000",0.800000,"0.800000",0.752292,"0.752292",1.000000,"1.000000",0.208234,"0.208234",0.260293,"0.260293",1.000000,"1.000000",55599
55700,0,5570087,1,16632,16978,0,5072954,0,19946,19,19,"1,2,2,2,0,0,1,3,0,0,0,2,1,1,2,2,1,2,1,3,1,1,2,2,2,3,1,1,1,2,0,0,3,1,2,2,1","1,1,1,1,2,2,2,1,2,1,4,0,2,2,2,0,0,0,4,0,0,1,4,3,0,3,2,1,3,1,1,2,2,0,1,2,0",7.496443,7.496443,"7.496443",1.000000,"1.000000",0.717218,"0.717218",-0.016250,"-0.016250",0.950000,"0.950000",0.752312,"0.752312",1.000000,"1.000000",0.214233,"0.214233",0.225508,"0.225508",1.000000,"1.000000",55699
55800,0,5580087,1,16666,17014,0,5082597,0,19360,17,17,"2,1,2,1,3,0,3,2,0,0,0,2,1,1,1,2,1,2,2,1,1,0,2,1,1,3,1,1,1,2,0,0,1,0,1,1,1","1,1,1,1,1,2,2,1,2,2,3,0,2,0,0,0,0,1,4,0,1,3,4,2,0,2,1,1,1,3,1,2,3,0,0,1,0",7.172138,7.172138,"7.172138",1.000000,"1.000000",0.748925,"0.748925",-0.088750,"-0.088750",0.850000,"0.850000",0.752192,"0.752192",1.000000,"1.000000",0.210204,"0.210204",0.247299,"0.247299",1.000000,"1.000000",55799
55900,0,5590058,1,16694,17046,0,5091944,0,18861,21,21,"2,0,3,2,1,2,1,1,0,1,0,3,1,2,3,3,1,1,4,1,1,0,2,1,1,2,2,1,2,3,0,3,4,0,0,0,0","2,1,2,4,3,2,1,2,2,1,3,0,1,0,0,0,0,2,2,0,1,0,4,0,1,3,2,1,2,2,1,3,4,0,1,1,1",7.547681,7.547681,"7.547681",1.000000,"1.000000",0.691020,"0.691020",-0.002500,"-0.002500",0.950000,"0.950000",0.751927,"0.751927",1.000000,"1.000000",0.246452,"0.246452",0.259423,"0.259423",1.000000,"1.000000",55899
56000,0,5600070,1,16723,17075,0,5101326,0,18320,19,19,"1,0,1,2,2,1,1,0,0,2,0,3,1,1,1,6,1,1,1,1,1,0,1,1,1,2,2,1,1,3,1,2,7,0,0,0,0","1,1,1,1,6,2,1,2,2,1,3,1,5,1,0,1,0,1,0,0,1,0,4,0,0,1,1,0,4,1,0,0,2,1,1,0,1",7.815278,7.815278,"7.815278",1.000000,"1.000000",0.715484,"0.715484",0.000000,"0.000000",1.000000,"1.000000",0.752194,"0.752194",1.000000,"1.000000",0.297703,"0.297703",0.297703,"0.297703",1.000000,"1.000000",55999
56100,0,5610036,1,16747,17103,0,5110658,0,17969,18,18,"1,0,1,1,1,2,1,0,0,1,0,3,1,2,1,2,1,1,1,1,1,0,1,1,2,2,2,1,1,2,3,2,5,0,1,1,0","1,1,2,1,1,3,1,1,2,1,3,1,1,1,1,0,0,1,0,0,1,0,5,1,0,2,2,0,2,2,2,0,1,1,1,0,2",7.708907,7.708907,"7.708907",1.000000,"1.000000",0.701210,"0.701210",0.000000,"0.000000",1.000000,"1.000000",0.752093,"0.752093",1.000000,"1.000000",0.251755,"0.251755",0.251755,"0.251755",1.000000,"1.000000",56099
56200,0,5620017,1,16786,17136,0,5119991,0,20031,17,17,"1,0,1,1,1,1,2,0,1,3,0,2,1,3,1,3,1,2,1,1,2,0,1,1,1,2,1,1,1,0,5,3,1,0,1,2,0","1,1,2,2,2,2,1,2,2,1,2,0,2,2,1,0,1,0,0,0,1,0,3,1,0,1,1,0,1,3,0,1,2,1,0,0,2",6.712189,6.712189,"6.712189",1.000000,"1.000000",0.704766,"0.704766",-0.066250,"-0.066250",0.700000,"0.700000",0.752791,"0.752791",1.000000,"1.000000",0.196964,"0.196964",0.281377,"0.281377",1.000000,"1.000000",56199
56300,0,5630031,1,16807,17164,0,5129866,0,19444,14,14,"1,0,1,0,2,1,0,0,3,3,1,2,1,1,1,1,2,2,1,1,1,0,1,2,1,2,2,2,1,0,2,0,1,0,1,1,0","1,1,2,2,1,2,1,1,1,1,2,0,2,2,2,0,0,0,1,0,2,3,3,0,0,1,1,0,1,2,0,1,3,1,1,0,1",7.757794,7.757794,"7.757794",1.000000,"1.000000",0.714798,"0.714798",0.000000,"0.000000",1.000000,"1.000000",0.752604,"0.752604",1.000000,"1.000000",0.268894,"0.268894",0.268894,"0.268894",1.000000,"1.000000",56299
56400,0,5640050,1,16842,17196,0,5139081,0,18578,17,17,"2,0,0,0,1,2,0,0,1,3,1,3,1,1,1,2,2,2,1,2,1,0,2,1,1,3,1,1,1,1,3,1,2,1,1,1,0","2,1,2,1,2,2,2,1,2,1,3,0,3,5,1,0,0,0,1,2,0,4,3,0,0,0,0,0,0,3,2,1,2,2,0,0,2",7.321815,7.321815,"7.321815",1.000000,"1.000000",0.696786,"0.696786",-0.003750,"-0.003750",0.900000,"0.900000",0.752726,"0.752726",1.000000,"1.000000",0.199300,"0.199300",0.221444,"0.221444",1.000000,"1.000000",56399
56500,0,5650022,1,16875,17224,0,5148584,0,18993,18,18,"2,0,0,2,2,3,0,2,1,0,1,2,1,2,1,3,1,1,1,2,1,1,1,1,1,3,1,1,1,2,2,1,0,1,2,4,0","1,1,2,2,2,3,1,3,4,1,3,1,2,0,1,2,0,2,3,2,2,2,2,0,2,0,0,0,0,0,1,3,0,0,2,0,1",7.793590,7.793590,"7.793590",1.000000,"1.000000",0.712192,"0.712192",0.000000,"0.000000",1.000000,"1.000000",0.752008,"0.752008",1.000000,"1.000000",0.288691,"0.288691",0.288691,"0.288691",1.000000,"1.000000",56499
56600,0,5660067,1,16904,17250,0,5158056,0,19474,16,16,"2,0,0,4,1,3,0,1,1,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,0","1,1,1,1,1,3,1,2,1,1,2,2,0,0,0,2,1,0,2,3,1,2,2,2,2,0,0,0,0,1,2,1,0,1,2,0,1",7.571110,7.571110,"7.571110",1.000000,"1.000000",0.696395,"0.696395",-0.001250,"-0.001250",0.950000,"0.950000",0.751725,"0.751725",1.000000,"1.000000",0.255051,"0.255051",0.268475,"0.268475",1.000000,"1.000000",56599
56700,0,5670092,1,16927,17275,0,5167882,0,19747,16,16,"5,0,0,3,0,2,0,1,0,1,0,1,2,1,1,3,1,1,4,2,1,0,1,1,1,3,1,1,1,0,0,0,0,2,1,2,1","1,2,1,1,2,3,1,1,2,1,2,0,0,0,0,1,3,0,2,1,1,1,3,1,1,1,0,1,0,0,2,0,0,1,0,0,0",6.939086,6.939086,"6.939086",1.000000,"1.000000",0.705518,"0.705518",-0.043750,"-0.043750",0.800000,"0.800000",0.752042,"0.752042",1.000000,"1.000000",0.161822,"0.161822",0.202277,"0.202277",1.000000,"1.000000",56699
56800,0,5680035,1,16950,17300,0,5177603,0,19316,14,14,"3,0,0,3,0,3,0,1,0,0,0,1,1,1,2,2,1,1,3,1,1,0,1,1,1,2,1,1,1,0,0,0,0,1,1,1,3","1,1,1,1,1,3,1,1,1,1,2,0,0,0,0,1,2,0,1,1,1,2,1,2,0,2,0,0,0,0,1,1,1,0,0,0,1",7.563303,7.563303,"7.563303",1.000000,"1.000000",0.731554,"0.731554",-0.040000,"-0.040000",0.950000,"0.950000",0.752804,"0.752804",1.000000,"1.000000",0.251891,"0.251891",0.265149,"0.265149",1.000000,"1.000000",56799
56900,0,5690075,1,16986,17341,0,5187262,0,18454,14,14,"3,1,0,3,0,2,0,1,1,0,0,1,2,1,2,2,1,1,1,1,1,0,1,1,1,2,1,2,1,1,0,1,0,0,1,1,1","1,1,1,1,1,3,2,1,2,1,2,0,0,1,0,1,2,1,2,0,0,3,0,3,0,1,0,1,0,1,1,1,1,0,0,0,1",6.584575,6.584575,"6.584575",1.000000,"1.000000",0.754562,"0.754562",-0.122500,"-0.122500",0.700000,"0.700000",0.751706,"0.751706",1.000000,"1.000000",0.137307,"0.137307",0.196152,"0.196152",1.000000,"1.000000",56899
57000,0,5700064,1,17017,17366,0,5196871,0,19292,18,18,"2,1,1,3,0,2,0,2,0,1,1,1,3,1,3,1,2,1,1,1,1,0,1,1,1,3,2,2,1,4,0,0,0,1,1,1,1","1,3,1,2,1,3,2,1,2,2,2,0,0,1,0,1,2,1,0,1,1,2,1,2,0,1,1,1,1,0,2,1,2,0,0,1,1",7.454234,7.454234,"7.454234",1.000000,"1.000000",0.720086,"0.720086",-0.050000,"-0.050000",0.900000,"0.900000",0.752900,"0.752900",1.000000,"1.000000",0.276819,"0.276819",0.307577,"0.307577",1.000000,"1.000000",56999
57100,0,5710042,1,17047,17396,0,5206504,0,19757,20,20,"2,1,0,0,1,3,4,1,0,0,0,1,2,3,1,1,1,1,2,1,2,0,1,2,2,3,2,4,1,2,1,0,2,6,0,2,0","1,1,3,2,1,1,1,2,1,2,3,0,0,0,0,1,3,2,1,2,1,0,3,4,1,2,0,0,1,0,2,3,0,0,0,2,2",6.865711,6.865711,"6.865711",1.000000,"1.000000",0.717260,"0.717260",-0.146250,"-0.146250",0.750000,"0.750000",0.752402,"0.752402",1.000000,"1.000000",0.239000,"0.239000",0.318666,"0.318666",1.000000,"1.000000",57099
57200,0,5720077,1,17081,17429,0,5216105,0,19877,14,14,"0,0,1,1,0,1,1,1,0,0,2,2,1,2,2,1,1,1,1,1,1,0,2,2,1,2,1,2,1,1,1,3,1,1,0,0,0","1,1,1,2,1,1,1,1,1,1,3,0,0,1,0,1,1,1,0,0,2,1,2,1,1,2,0,0,1,0,1,0,0,1,0,1,2",6.306661,6.306661,"6.306661",1.000000,"1.000000",0.768846,"0.768846",-0.231250,"-0.231250",0.600000,"0.600000",0.752498,"0.752498",1.000000,"1.000000",0.182534,"0.182534",0.304223,"0.304223",1.000000,"1.000000",57199
57300,0,5730097,1,17111,17464,0,5225800,0,19074,13,13,"1,0,1,2,0,3,0,1,0,1,1,2,1,2,1,2,1,1,1,1,1,0,1,2,1,1,1,1,1,1,2,1,0,2,0,0,0","1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,0,1,0,1,2,0,1,1,0,0,1,0,1,2,1,2,2,0,2",7.509111,7.509111,"7.509111",1.000000,"1.000000",0.716918,"0.716918",-0.046250,"-0.046250",0.950000,"0.950000",0.752842,"0.752842",1.000000,"1.000000",0.235200,"0.235200",0.247579,"0.247579",1.000000,"1.000000",57299
57400,0,5740013,1,17140,17492,0,5235617,0,20025,13,13,"2,1,1,1,1,1,0,1,0,0,2,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,0,1,1,2,0,0,1,2","1,1,2,1,1,1,1,1,1,2,2,0,0,1,1,0,1,0,0,2,0,2,2,0,0,0,0,0,1,1,1,1,1,1,1,0,1",7.790493,7.790493,"7.790493",1.000000,"1.000000",0.712045,"0.712045",0.000000,"0.000000",1.000000,"1.000000",0.752502,"0.752502",1.000000,"1.000000",0.286722,"0.286722",0.286722,"0.286722",1.000000,"1.000000",57399
57500,0,5750098,1,17162,17521,0,5245013,0,17507,16,16,"1,0,1,1,1,1,0,1,0,0,2,1,2,1,1,2,1,1,2,1,4,0,1,1,1,1,1,3,1,0,2,3,0,0,0,1,2","1,2,1,1,3,1,1,2,1,1,2,0,1,2,0,1,2,0,1,2,0,2,3,0,0,0,0,0,1,0,1,1,2,1,2,0,0",7.591870,7.591870,"7.591870",1.000000,"1.000000",0.700958,"0.700958",-0.001250,"-0.001250",0.950000,"0.950000",0.751771,"0.751771",1.000000,"1.000000",0.263104,"0.263104",0.276952,"0.276952",1.000000,"1.000000",57499
57600,0,5760080,1,17195,17553,0,5253695,0,18249,18,18,"2,0,1,2,0,1,0,0,0,1,5,3,1,1,2,1,2,1,1,1,4,0,2,1,1,1,2,1,2,0,0,4,0,1,1,1,3","2,1,2,2,1,2,1,1,1,3,2,0,4,3,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,1,1,2,0,2,2,0,0",7.552521,7.552521,"7.552521",1.000000,"1.000000",0.720284,"0.720284",-0.001250,"-0.001250",0.950000,"0.950000",0.752649,"0.752649",1.000000,"1.000000",0.232910,"0.232910",0.245169,"0.245169",1.000000,"1.000000",57599
57700,0,5770006,1,17225,17581,0,5262423,0,18474,15,15,"4,0,1,2,0,1,0,0,0,0,1,3,1,2,1,1,2,2,1,1,2,0,1,1,1,1,2,3,2,0,0,2,0,1,0,1,1","2,1,4,1,1,2,1,1,1,1,2,0,2,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,3,1,2,0,2,1,0,0",7.660808,7.660808,"7.660808",1.000000,"1.000000",0.721270,"0.721270",-0.002500,"-0.002500",0.950000,"0.950000",0.752353,"0.752353",1.000000,"1.000000",0.287474,"0.287474",0.302605,"0.302605",1.000000,"1.000000",57699
57800,0,5780010,1,17261,17620,0,5270875,0,16820,14,14,"2,0,0,2,0,1,0,0,0,1,1,1,1,1,4,1,1,2,1,2,1,0,2,1,1,1,1,2,1,0,0,3,0,2,0,0,1","2,1,1,3,1,1,1,1,3,1,2,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0",7.352361,7.352361,"7.352361",1.000000,"1.000000",0.688732,"0.688732",-0.073750,"-0.073750",0.900000,"0.900000",0.751599,"0.751599",1.000000,"1.000000",0.254670,"0.254670",0.282966,"0.282966",1.000000,"1.000000",57799
57900,0,5790006,1,17291,17646,0,5280429,0,19850,15,15,"2,0,0,3,0,1,0,0,0,0,0,1,1,1,2,1,1,2,2,3,1,0,3,2,1,1,1,2,1,0,0,1,1,0,0,0,2","1,2,1,1,1,1,1,2,4,1,3,0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,2,1,2,1,0,0",7.410356,7.410356,"7.410356",1.000000,"1.000000",0.686705,"0.686705",-0.053750,"-0.053750",0.900000,"0.900000",0.752524,"0.752524",1.000000,"1.000000",0.273803,"0.273803",0.304225,"0.304225",1.000000,"1.000000",57899
58000,0,5800041,1,17320,17675,0,5290056,0,19401,15,15,"3,0,0,1,1,1,0,2,0,1,1,1,1,1,2,1,1,2,1,1,2,1,4,1,1,1,1,2,1,0,0,1,0,1,0,0,4","1,2,1,2,1,1,1,1,1,2,5,2,2,0,3,0,0,0,1,3,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,0",6.747523,6.747523,"6.747523",1.000000,"1.000000",0.692885,"0.692885",-0.063750,"-0.063750",0.750000,"0.750000",0.752686,"0.752686",1.000000,"1.000000",0.150594,"0.150594",0.200793,"0.200793",1.000000,"1.000000",57999
58100,0,5810034,1,17353,17703,0,5299590,0,20319,14,14,"1,0,0,0,0,1,3,3,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,0,0,0,0,2,0,1,1","1,2,1,2,1,1,2,1,1,1,4,1,4,0,2,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,2,0,0",7.536465,7.536465,"7.536465",1.000000,"1.000000",0.719920,"0.719920",-0.051250,"-0.051250",0.950000,"0.950000",0.752466,"0.752466",1.000000,"1.000000",0.250242,"0.250242",0.263413,"0.263413",1.000000,"1.000000",58099
58200,0,5820044,1,17374,17727,0,5309488,0,19658,15,15,"1,0,2,0,0,0,2,3,1,0,0,1,2,4,1,1,1,1,1,2,1,0,2,1,1,1,1,3,1,1,0,0,0,2,0,3,2","1,4,2,1,1,1,1,1,1,1,3,0,3,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,2,1,0,2,1,1",7.491484,7.491484,"7.491484",1.000000,"1.000000",0.702653,"0.702653",-0.001250,"-0.001250",0.950000,"0.950000",0.752171,"0.752171",1.000000,"1.000000",0.211674,"0.211674",0.222814,"0.222814",1.000000,"1.000000",58199
58300,0,5830064,1,17405,17755,0,5319184,0,19021,11,11,"0,1,1,0,0,0,1,2,0,0,0,1,1,2,1,1,1,1,1,2,1,0,2,1,1,2,1,2,1,0,0,1,0,1,0,2,1","1,1,1,1,1,1,1,1,1,1,2,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,2,0,0,0,1",6.917885,6.917885,"6.917885",1.000000,"1.000000",0.717252,"0.717252",-0.113750,"-0.113750",0.800000,"0.800000",0.752273,"0.752273",1.000000,"1.000000",0.180146,"0.180146",0.225182,"0.225182",1.000000,"1.000000",58299
58400,0,5840098,1,17431,17781,0,5329094,0,20121,11,11,"0,1,1,2,1,1,1,2,0,1,0,1,1,2,1,1,1,1,1,1,1,0,1,1,1,3,1,3,1,0,0,0,0,0,0,1,1","1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2",7.528987,7.528987,"7.528987",1.000000,"1.000000",0.708963,"0.708963",-0.042500,"-0.042500",0.950000,"0.950000",0.752280,"0.752280",1.000000,"1.000000",0.247789,"0.247789",0.260831,"0.260831",1.000000,"1.000000",58399
58500,0,5850050,1,17458,17815,0,5338862,0,19170,15,15,"0,0,0,3,1,2,0,3,1,0,0,2,2,1,1,2,2,1,2,4,1,0,1,1,1,2,2,3,3,1,1,0,0,1,0,1,1","3,1,1,1,1,2,1,1,2,1,2,0,1,0,1,0,1,0,2,0,1,4,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1",7.531822,7.531822,"7.531822",1.000000,"1.000000",0.699848,"0.699848",-0.027500,"-0.027500",0.950000,"0.950000",0.752286,"0.752286",1.000000,"1.000000",0.246258,"0.246258",0.259219,"0.259219",1.000000,"1.000000",58499
58600,0,5860075,1,17485,17848,0,5348273,0,16336,16,16,"0,0,4,3,0,1,0,2,2,1,0,1,3,1,1,1,1,1,1,3,1,0,1,1,1,2,1,4,1,1,1,1,0,1,0,3,1","1,2,1,1,1,1,1,1,1,1,2,0,0,1,1,0,1,2,0,0,2,5,0,0,0,0,0,0,2,0,0,2,0,0,2,1,0",7.546275,7.546275,"7.546275",1.000000,"1.000000",0.699124,"0.699124",-0.023750,"-0.023750",0.950000,"0.950000",0.752681,"0.752681",1.000000,"1.000000",0.251586,"0.251586",0.264828,"0.264828",1.000000,"1.000000",58599
58700,0,5870067,1,17518,17882,0,5356677,0,17225,15,15,"0,1,0,2,1,0,0,1,5,0,0,1,2,1,3,1,1,1,1,1,1,0,1,1,1,2,1,3,1,0,0,2,2,2,0,2,1","1,2,1,3,1,1,1,1,1,1,2,0,0,1,0,0,0,1,1,0,3,4,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1",7.373304,7.373304,"7.373304",1.000000,"1.000000",0.691737,"0.691737",-0.023750,"-0.023750",0.900000,"0.900000",0.752187,"0.752187",1.000000,"1.000000",0.238081,"0.238081",0.264535,"0.264535",1.000000,"1.000000",58699
58800,0,5880051,1,17550,17908,0,5365353,0,18192,14,14,"0,1,0,2,1,0,0,0,2,1,0,1,1,2,1,1,1,1,1,1,1,0,1,1,1,2,1,4,1,0,1,2,0,1,1,0,0","1,2,2,1,1,1,1,1,1,1,2,0,0,1,0,0,0,1,1,0,3,2,2,3,0,1,1,0,1,1,0,0,0,0,2,1,1",7.177129,7.177129,"7.177129",1.000000,"1.000000",0.732407,"0.732407",-0.115000,"-0.115000",0.850000,"0.850000",0.752393,"0.752393",1.000000,"1.000000",0.233897,"0.233897",0.275173,"0.275173",1.000000,"1.000000",58799
58900,0,5890049,1,17580,17938,0,5374753,0,20014,15,15,"0,2,0,1,1,1,1,0,0,1,0,2,1,1,2,1,1,2,1,1,1,0,1,1,1,1,1,2,1,0,1,3,2,2,2,1,0","1,1,1,2,1,1,2,1,1,2,2,0,2,1,0,0,1,0,0,2,2,1,1,2,0,0,0,0,2,1,1,0,0,0,1,0,2",7.589497,7.589497,"7.589497",1.000000,"1.000000",0.704347,"0.704347",-0.001250,"-0.001250",0.950000,"0.950000",0.751979,"0.751979",1.000000,"1.000000",0.260020,"0.260020",0.273705,"0.273705",1.000000,"1.000000",58899
59000,0,5900098,1,17609,17971,0,5384182,0,19058,15,15,"0,0,0,1,1,1,2,0,0,0,0,1,2,1,1,1,1,2,1,2,2,0,1,1,1,1,1,2,1,0,3,2,2,2,0,0,0","1,3,1,1,1,1,1,1,2,2,2,0,2,1,0,0,0,1,1,2,2,1,0,1,0,1,0,0,2,0,0,0,1,1,0,0,0",7.816395,7.816395,"7.816395",1.000000,"1.000000",0.703500,"0.703500",0.000000,"0.000000",1.000000,"1.000000",0.752026,"0.752026",1.000000,"1.000000",0.304421,"0.304421",0.304421,"0.304421",1.000000,"1.000000",58999
59100,0,5910087,1,17644,18004,0,5393631,0,19445,14,14,"0,1,0,1,0,2,2,0,0,0,0,1,1,1,1,2,1,1,2,3,1,0,1,1,1,1,1,2,2,0,1,1,1,1,0,0,0","1,1,1,1,1,1,1,2,3,1,2,0,3,2,2,1,0,0,0,2,3,0,1,1,0,2,1,2,1,0,0,0,0,1,0,0,0",7.446417,7.446417,"7.446417",1.000000,"1.000000",0.708877,"0.708877",-0.006250,"-0.006250",0.900000,"0.900000",0.751743,"0.751743",1.000000,"1.000000",0.257739,"0.257739",0.286376,"0.286376",1.000000,"1.000000",59099
59200,0,5920066,1,17673,18037,0,5403128,0,17687,11,11,"0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,2,1,1,1,1,1,0,1,2,1,1,1,2,2,0,3,2,0,1,1,1,0","1,1,1,1,1,1,1,1,1,1,2,0,3,1,1,0,1,0,0,1,3,0,1,1,0,0,1,2,1,0,0,0,1,0,1,0,0",6.966167,6.966167,"6.966167",1.000000,"1.000000",0.750091,"0.750091",-0.148750,"-0.148750",0.800000,"0.800000",0.752240,"0.752240",1.000000,"1.000000",0.205397,"0.205397",0.256747,"0.256747",1.000000,"1.000000",59199
59300,0,5930066,1,17710,18065,0,5412477,0,19346,14,14,"0,0,0,1,0,1,0,0,0,1,0,2,1,1,1,1,2,1,2,2,1,0,1,2,1,1,2,1,3,0,3,1,0,1,1,2,0","2,1,1,1,1,2,1,2,2,1,2,0,3,2,0,0,1,0,0,1,3,0,3,1,0,0,0,0,3,0,0,1,3,0,1,0,0",7.387854,7.387854,"7.387854",1.000000,"1.000000",0.714488,"0.714488",-0.030000,"-0.030000",0.900000,"0.900000",0.752798,"0.752798",1.000000,"1.000000",0.236525,"0.236525",0.262806,"0.262806",1.000000,"1.000000",59299
59400,0,5940012,1,17746,18102,0,5421987,0,18858,14,14,"0,1,0,1,0,0,1,1,0,1,0,2,1,1,1,2,2,1,2,1,1,0,1,1,2,1,2,3,3,0,1,0,0,0,1,2,0","2,1,1,1,2,2,1,2,1,2,2,1,2,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,3,0,3,0,0",6.941584,6.941584,"6.941584",1.000000,"1.000000",0.676186,"0.676186",-0.045000,"-0.045000",0.800000,"0.800000",0.752456,"0.752456",1.000000,"1.000000",0.177989,"0.177989",0.222486,"0.222486",1.000000,"1.000000",59399
59500,0,5950048,1,17773,18129,0,5431067,0,19192,17,17,"0,1,0,2,0,1,1,1,0,0,0,1,1,2,1,2,1,3,3,1,1,0,1,1,1,1,1,3,1,2,3,1,0,0,0,4,1","2,1,2,1,2,2,2,4,1,2,2,1,5,0,1,0,0,0,0,2,3,0,1,0,1,0,0,1,0,1,1,0,2,1,2,0,0",7.372523,7.372523,"7.372523",1.000000,"1.000000",0.701885,"0.701885",-0.088750,"-0.088750",0.900000,"0.900000",0.752729,"0.752729",1.000000,"1.000000",0.264601,"0.264601",0.294002,"0.294002",1.000000,"1.000000",59499
59600,0,5960037,1,17803,18161,0,5440500,0,17736,15,15,"0,0,0,2,0,2,2,0,0,0,0,1,2,1,1,2,1,3,2,2,1,0,2,1,1,1,1,3,1,1,3,0,0,0,0,1,1","1,2,1,1,2,1,1,1,1,1,3,2,2,2,0,0,0,0,0,1,1,1,2,1,0,0,2,0,0,1,3,0,1,1,2,1,0",7.189607,7.189607,"7.189607",1.000000,"1.000000",0.734922,"0.734922",-0.068750,"-0.068750",0.850000,"0.850000",0.751999,"0.751999",1.000000,"1.000000",0.216118,"0.216118",0.254257,"0.254257",1.000000,"1.000000",59599
59700,0,5970013,1,17834,18189,0,5449999,0,19004,15,15,"0,1,0,1,2,2,3,0,0,0,0,2,1,1,1,1,1,2,2,1,1,0,1,1,2,1,1,2,1,1,2,0,0,0,0,1,1","1,2,1,1,2,1,1,1,3,1,2,2,2,1,0,0,0,0,0,1,1,2,0,2,0,0,1,0,1,1,4,0,0,0,0,1,0",7.308977,7.308977,"7.308977",1.000000,"1.000000",0.675072,"0.675072",-0.045000,"-0.045000",0.900000,"0.900000",0.752843,"0.752843",1.000000,"1.000000",0.224251,"0.224251",0.249168,"0.249168",1.000000,"1.000000",59699
